p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
GPR651	3.99464358547678e-39	1.2830401592197	0.758	0.28	7.75480159248606e-35	Mast cells	GPR65
TESC	8.70642229861633e-38	0.586049982369733	0.387	0.056	1.69017776083039e-33	Mast cells	TESC
ITM2C1	9.09323924792488e-38	0.757435565410084	0.677	0.186	1.76527053519966e-33	Mast cells	ITM2C
ASAH11	9.75962539909088e-38	1.07509629065788	0.782	0.306	1.89463607872551e-33	Mast cells	ASAH1
MSRA	9.99234024661185e-38	1.02137064277342	0.492	0.112	1.93981301207476e-33	Mast cells	MSRA
CD633	3.96654087411574e-37	0.911257727026632	0.976	0.566	7.70024579892088e-33	Mast cells	CD63
GLUL2	1.02764367355299e-36	1.16784806107493	0.903	0.44	1.99496466346843e-32	Mast cells	GLUL
NFKBIZ	1.48276867064543e-36	1.10418811780411	0.661	0.212	2.87849882032397e-32	Mast cells	NFKBIZ
CTNNBL1	3.26406815741066e-36	0.964149846606112	0.516	0.128	6.3365355139813e-32	Mast cells	CTNNBL1
TWISTNB	4.18150301716761e-35	1.24345914190314	0.589	0.169	8.11755180722747e-31	Mast cells	TWISTNB
SELENOK	7.90034909383078e-35	1.36656835191696	0.903	0.71	1.53369476958537e-30	Mast cells	SELENOK
FOSB2	3.32041234387715e-34	1.07280937210459	0.871	0.414	6.44591648316872e-30	Mast cells	FOSB
MLPH2	1.85844569867745e-33	0.678545063685315	0.339	0.052	3.60780063484254e-29	Mast cells	MLPH
BIRC31	3.00250683399375e-33	1.48037207718439	0.847	0.485	5.82876651683206e-29	Mast cells	BIRC3
CPM2	4.80713693829665e-33	1.05409304022359	0.613	0.199	9.33209493831529e-29	Mast cells	CPM
BHLHE401	7.62638318149456e-33	0.927353645429877	0.605	0.192	1.48050976702354e-28	Mast cells	BHLHE40
RPL36AL	1.67931548065682e-31	0.666397707061436	0.992	0.852	3.26005514259908e-27	Mast cells	RPL36AL
MAPK6	2.02604839769529e-31	0.721324450452952	0.395	0.077	3.93316775444587e-27	Mast cells	MAPK6
KLRG1	6.32284572773043e-31	0.516505432400482	0.282	0.034	1.22745404112431e-26	Mast cells	KLRG1
VEGFA1	2.51474391214313e-30	0.872292792115616	0.492	0.128	4.88187235664347e-26	Mast cells	VEGFA
ACSL4	8.9133358493329e-30	0.781035611018122	0.411	0.093	1.730345888431e-25	Mast cells	ACSL4
LAX1	2.91494575798734e-29	0.456214347882512	0.298	0.04	5.65878419998081e-25	Mast cells	LAX1
TYROBP2	1.47167190596388e-28	0.28228712030037	0.927	0.275	2.85695667104768e-24	Mast cells	TYROBP
PTGS1	4.07568082019691e-28	0.769865830568041	0.339	0.065	7.91211917624825e-24	Mast cells	PTGS1
RALB1	4.32923747317547e-28	0.722416234944272	0.46	0.123	8.40434870667553e-24	Mast cells	RALB
TDRD3	4.94935780058608e-28	0.54078884507868	0.274	0.038	9.60818829827775e-24	Mast cells	TDRD3
RPL11	4.49595225626594e-27	0.423821217981979	1	0.974	8.72799211508907e-23	Mast cells	RPL11
ARHGEF6	4.98942570653238e-27	0.740378668846451	0.355	0.073	9.68597212409131e-23	Mast cells	ARHGEF6
LGALS32	1.03180231399744e-26	0.799517233768244	0.847	0.441	2.00303783216323e-22	Mast cells	LGALS3
BACE21	1.55988569471756e-26	0.64986989185351	0.347	0.072	3.0282060991552e-22	Mast cells	BACE2
RAC2	5.71610789268955e-26	0.88317616254685	0.734	0.336	1.10966802520782e-21	Mast cells	RAC2
CKLF1	8.22489660920079e-26	0.803225662044587	0.75	0.35	1.59669917874415e-21	Mast cells	CKLF
NDST2	1.4157746790046e-25	0.556717423351985	0.274	0.043	2.74844338435163e-21	Mast cells	NDST2
RPL26	2.35841592823338e-25	0.398247664939237	0.992	0.967	4.57839284147945e-21	Mast cells	RPL26
ST3GAL41	5.26732429215269e-25	0.648753524233077	0.331	0.067	1.0225456648356e-20	Mast cells	ST3GAL4
RPL15	5.63689218351381e-25	0.441269069731197	1	0.947	1.09428987958554e-20	Mast cells	RPL15
PTMA	6.62776898687867e-25	0.456714113237496	1	0.98	1.28664879342276e-20	Mast cells	PTMA
SRGN3	9.06085188236231e-25	0.61583925000777	1	0.866	1.75898317592299e-20	Mast cells	SRGN
LAT2	1.27794065821782e-24	0.718557167892674	0.395	0.102	2.48086619979825e-20	Mast cells	LAT2
DNAJA1	3.13883690421705e-23	0.832131791833437	0.903	0.623	6.09342408215655e-19	Mast cells	DNAJA1
KDM6B1	6.02822579736916e-23	0.840291143247997	0.677	0.314	1.17025947404328e-18	Mast cells	KDM6B
VIM4	6.77857209153815e-23	0.550353817192624	0.984	0.863	1.3159242001303e-18	Mast cells	VIM
PEBP12	7.89600847015574e-22	0.771132662667428	0.815	0.492	1.53285212431133e-17	Mast cells	PEBP1
CLIC11	8.08032254901297e-22	0.650802860224233	0.903	0.623	1.56863301643989e-17	Mast cells	CLIC1
PFDN5	3.05954411855645e-21	0.486313678258121	0.984	0.852	5.93949299735364e-17	Mast cells	PFDN5
CD831	5.58723061252955e-21	0.835216871766028	0.581	0.226	1.08464907881036e-16	Mast cells	CD83
RPL10	1.18319772568001e-20	0.323220809646396	1	0.985	2.29694174486261e-16	Mast cells	RPL10
CD692	1.25248879521917e-20	1.43888419231506	0.597	0.248	2.43145649815898e-16	Mast cells	CD69
EIF3D	1.36636761348706e-20	0.642513015350979	0.742	0.386	2.65252944806244e-16	Mast cells	EIF3D
SDCBP1	1.45406046365809e-20	0.760862620151296	0.839	0.576	2.82276757809945e-16	Mast cells	SDCBP
CD371	4.49340303482851e-20	0.634134619887675	0.863	0.507	8.72304331151258e-16	Mast cells	CD37
STX111	1.15696712815713e-19	0.782465261693094	0.54	0.225	2.24602028589143e-15	Mast cells	STX11
BMP2K	2.94381323019461e-19	0.602141674775933	0.315	0.079	5.7148246237768e-15	Mast cells	BMP2K
ARHGAP182	6.76142190469672e-19	0.695405133797977	0.589	0.264	1.31259483435877e-14	Mast cells	ARHGAP18
RPL321	7.26031739093782e-19	0.312113294479939	1	0.972	1.40944541510276e-14	Mast cells	RPL32
RPL121	2.6557105408752e-18	0.345487815133447	1	0.958	5.15553087300103e-14	Mast cells	RPL12
CDC42EP3	4.63337015181009e-18	0.75933196074395	0.484	0.182	8.99476147570893e-14	Mast cells	CDC42EP3
ELL2	9.48760863523651e-18	0.714312768959788	0.556	0.259	1.84182946435846e-13	Mast cells	ELL2
ZC3H12A	1.44361465362108e-17	0.915666323691472	0.444	0.171	2.80248912707459e-13	Mast cells	ZC3H12A
TENT5A1	1.56916965839113e-17	0.682985192709523	0.371	0.118	3.0462290578347e-13	Mast cells	TENT5A
RPS141	1.73449942009774e-17	0.306447663999292	1	0.968	3.36718372423574e-13	Mast cells	RPS14
RENBP1	2.13446351005464e-17	0.695226871608711	0.29	0.076	4.14363401206908e-13	Mast cells	RENBP
RGS101	2.18419727045018e-17	0.662452005234412	0.75	0.423	4.24018216112494e-13	Mast cells	RGS10
LAT	2.52988804489066e-17	0.464693146017202	0.411	0.123	4.91127166154624e-13	Mast cells	LAT
ANXA12	6.01782566060586e-17	0.720936824265107	0.927	0.685	1.16824049549342e-12	Mast cells	ANXA1
MITF	6.86128967423201e-17	0.502867941250389	0.258	0.061	1.33198216445866e-12	Mast cells	MITF
PLGRKT	8.65889056645868e-17	0.63574799266019	0.355	0.115	1.68095042566662e-12	Mast cells	PLGRKT
ATP6V1F2	9.54481976464427e-17	0.600962993237333	0.726	0.433	1.85293586091039e-12	Mast cells	ATP6V1F
SEC22C	1.30252166669069e-16	0.61617347377353	0.444	0.164	2.52858531154664e-12	Mast cells	SEC22C
MIIP	1.89862908377658e-16	0.61372935250845	0.306	0.086	3.68580864033548e-12	Mast cells	MIIP
PKIG2	1.97590115799424e-16	0.587698033404175	0.355	0.108	3.83581691801421e-12	Mast cells	PKIG
ABRACL1	2.23957501919193e-16	0.705580964990858	0.702	0.416	4.34768698475729e-12	Mast cells	ABRACL
ID21	2.5705620020381e-16	0.821696246890247	0.823	0.516	4.99023201455657e-12	Mast cells	ID2
BST21	3.04633801679882e-16	0.553605051013902	0.742	0.424	5.91385599201155e-12	Mast cells	BST2
SH3BGRL32	3.13099838836568e-16	0.554134271840683	0.96	0.757	6.07820717133429e-12	Mast cells	SH3BGRL3
REL1	3.42244059337683e-16	0.671688531560254	0.734	0.423	6.64398392392244e-12	Mast cells	REL
CPEB4	3.67575346661534e-16	0.622487231434493	0.379	0.132	7.13574020474035e-12	Mast cells	CPEB4
RPS61	4.98363796976191e-16	0.313313964272135	1	0.972	9.6747363906988e-12	Mast cells	RPS6
CTSD1	5.81894967632562e-16	0.395630295021608	0.782	0.459	1.12963270066509e-11	Mast cells	CTSD
RPL14	7.40761371711146e-16	0.350742741086461	0.992	0.934	1.43804005090285e-11	Mast cells	RPL14
SNHG8	8.42556844769541e-16	0.553811433864172	0.798	0.551	1.63565560275111e-11	Mast cells	SNHG8
PHLDA21	9.04728677775995e-16	0.640786905838063	0.379	0.133	1.75634978216654e-11	Mast cells	PHLDA2
TNIK	1.11653476407135e-15	0.414242230030434	0.266	0.064	2.16752893749172e-11	Mast cells	TNIK
DDIT41	1.17620178525026e-15	0.750218970580914	0.815	0.567	2.28336052570633e-11	Mast cells	DDIT4
RPL21	1.2635364270219e-15	0.319385737590544	1	0.963	2.45290326577761e-11	Mast cells	RPL21
S100A62	2.07989290967546e-15	0.358330022166186	0.976	0.802	4.03769610555297e-11	Mast cells	S100A6
PAG1	2.57391932071862e-15	0.609895071420526	0.468	0.191	4.99674957731106e-11	Mast cells	PAG1
RPL37A1	3.36301424216818e-15	0.32766385123264	0.992	0.962	6.5286195483211e-11	Mast cells	RPL37A
EMP31	3.63686795269431e-15	0.617453347442513	0.726	0.438	7.06025175656546e-11	Mast cells	EMP3
EEF1A1	6.14247608483788e-15	0.330019500323328	1	0.99	1.19243888234958e-10	Mast cells	EEF1A1
UQCRH1	7.79321628951644e-15	0.577590185466007	0.847	0.606	1.51289707828383e-10	Mast cells	UQCRH
RPL24	1.00738251352361e-14	0.333948818594489	0.984	0.922	1.95563167350338e-10	Mast cells	RPL24
ALOX5AP3	1.40525053676847e-14	0.584036193731549	0.806	0.473	2.72801286702863e-10	Mast cells	ALOX5AP
DRAP11	1.59067408864667e-14	0.570578867280807	0.685	0.413	3.08797560828978e-10	Mast cells	DRAP1
EIF3E1	1.64675578887244e-14	0.511976319999499	0.863	0.665	3.19684701293807e-10	Mast cells	EIF3E
GPX43	2.06282269255245e-14	0.462666119769816	0.895	0.601	4.00455769305208e-10	Mast cells	GPX4
YBX11	2.6048133080804e-14	0.439429910903128	0.96	0.784	5.05672407497649e-10	Mast cells	YBX1
CIRBP1	3.12164664305878e-14	0.521976441519409	0.839	0.612	6.06005262817e-10	Mast cells	CIRBP
SQSTM1	6.21264182669229e-14	0.656598491566875	0.734	0.505	1.20606015781577e-09	Mast cells	SQSTM1
NR4A31	7.43721333884941e-14	0.559821494961168	0.565	0.264	1.44378622547084e-09	Mast cells	NR4A3
DDAH23	7.87388991931434e-14	0.610691049498199	0.5	0.246	1.52855825003649e-09	Mast cells	DDAH2
B4GALT5	8.76507654116129e-14	0.57411244822961	0.282	0.086	1.70156430893564e-09	Mast cells	B4GALT5
HSP90AB1	8.88852892589363e-14	0.39850869297907	0.952	0.771	1.72553012038373e-09	Mast cells	HSP90AB1
RNF1302	1.00631248895317e-13	0.534746297605411	0.54	0.264	1.95355443480478e-09	Mast cells	RNF130
HSD17B122	1.09994488484484e-13	0.584470805806831	0.46	0.215	2.13532300494929e-09	Mast cells	HSD17B12
PRDX62	2.31722045486343e-13	0.619626818098535	0.669	0.408	4.49842006902637e-09	Mast cells	PRDX6
UBB1	2.34564109519019e-13	0.472323691699104	0.992	0.849	4.55359305809272e-09	Mast cells	UBB
SNHG291	2.35149317691313e-13	0.444996821716494	0.903	0.706	4.56495370434146e-09	Mast cells	SNHG29
SYAP11	2.36473578330978e-13	0.722090903655316	0.685	0.448	4.59066157613927e-09	Mast cells	SYAP1
DBI2	3.14206624935692e-13	0.587153796856999	0.766	0.497	6.09969320987658e-09	Mast cells	DBI
CD821	3.88657868133497e-13	0.673865256157913	0.419	0.173	7.54501519407557e-09	Mast cells	CD82
PRDX11	5.35604826800816e-13	0.541144830477669	0.782	0.543	1.03976965026842e-08	Mast cells	PRDX1
RPL3	5.71394692696174e-13	0.279627838744951	0.992	0.968	1.10924851693108e-08	Mast cells	RPL3
PROCR1	8.74488719749079e-13	0.501711793583471	0.274	0.087	1.69764495164889e-08	Mast cells	PROCR
PLAUR2	1.00022507637614e-12	0.446406553458022	0.621	0.296	1.94173694076899e-08	Mast cells	PLAUR
RPL23	1.36432612752804e-12	0.349395837650415	0.992	0.904	2.64856631137019e-08	Mast cells	RPL23
FXYD52	1.69812108610099e-12	0.390520790017908	0.863	0.595	3.29656246444785e-08	Mast cells	FXYD5
RPS18	1.83970297170285e-12	0.262944629609679	1	0.974	3.57141537896674e-08	Mast cells	RPS18
BATF	1.84183091986256e-12	0.286384883475013	0.266	0.072	3.57554636472919e-08	Mast cells	BATF
FAU	2.29455374644365e-12	0.258938575053158	0.992	0.951	4.45441718797106e-08	Mast cells	FAU
SMIM31	2.31998613661766e-12	0.565540817587005	0.387	0.159	4.50378908701587e-08	Mast cells	SMIM3
S100A4	2.69988198673672e-12	0.401586213402093	0.968	0.709	5.241280900852e-08	Mast cells	S100A4
SEPTIN21	3.18743952941929e-12	0.560891858560762	0.556	0.321	6.18777635846167e-08	Mast cells	SEPTIN2
PPP1R15A2	3.28515124925744e-12	0.890292556043338	0.669	0.438	6.37746412018348e-08	Mast cells	PPP1R15A
SEC11A1	3.66438154830699e-12	0.474138925943487	0.694	0.433	7.11366389972836e-08	Mast cells	SEC11A
DYNLL1	8.33752206586711e-12	0.474855587395314	0.903	0.717	1.61856315864678e-07	Mast cells	DYNLL1
METTL21A	8.82105009294967e-12	0.613189128032943	0.258	0.082	1.71243045454432e-07	Mast cells	METTL21A
RPL61	9.12148034642175e-12	0.296716885342627	1	0.951	1.77075297965085e-07	Mast cells	RPL6
MT-CO22	1.29275361790943e-11	0.291196400761281	1	0.972	2.50962259844758e-07	Mast cells	MT-CO2
MAPRE1	1.49704636083268e-11	0.590022592663448	0.5	0.274	2.90621610028448e-07	Mast cells	MAPRE1
RAB322	1.56805913370324e-11	0.571685032618143	0.323	0.129	3.04407319625811e-07	Mast cells	RAB32
ALOX52	1.63633402762053e-11	0.482033808096281	0.379	0.16	3.17661524781973e-07	Mast cells	ALOX5
NACA	3.47994915981659e-11	0.334758341244028	0.968	0.904	6.75562530395195e-07	Mast cells	NACA
RELB	5.59766107625082e-11	0.445383586024505	0.323	0.122	1.08667394473257e-06	Mast cells	RELB
SFT2D11	7.71167842128472e-11	0.536050001394324	0.452	0.244	1.497068131924e-06	Mast cells	SFT2D1
ERVK3-1	9.78795251738474e-11	0.445280697465491	0.347	0.145	1.9001352221999e-06	Mast cells	ERVK3-1
AREG2	1.43755019934489e-10	0.805824580894126	0.54	0.278	2.79071620198824e-06	Mast cells	AREG
BLVRA2	1.48766240992193e-10	0.527031727195378	0.355	0.156	2.88799903638144e-06	Mast cells	BLVRA
GRAP2	1.61614196098971e-10	0.382057856263838	0.258	0.08	3.13741638886932e-06	Mast cells	GRAP2
PALM2-AKAP21	3.09743614475718e-10	0.413090709878668	0.298	0.113	6.01305278781712e-06	Mast cells	PALM2-AKAP2
RPL35A	4.33622652485618e-10	0.258312063221577	1	0.958	8.4179165527033e-06	Mast cells	RPL35A
MT-ND42	4.62075838931629e-10	0.31394204199012	0.992	0.963	8.97027826117972e-06	Mast cells	MT-ND4
TNFRSF12A1	7.56800143797876e-10	0.452783607772658	0.282	0.107	1.46917611915482e-05	Mast cells	TNFRSF12A
SOCS11	7.6250209720612e-10	0.547806033737692	0.508	0.274	1.48024532130624e-05	Mast cells	SOCS1
NFKB11	7.68408871436192e-10	0.555745772494241	0.452	0.245	1.49171214211908e-05	Mast cells	NFKB1
TRAF3IP3	8.0437163836953e-10	0.361630390454686	0.258	0.085	1.56152666156677e-05	Mast cells	TRAF3IP3
SAT12	1.14671179738396e-09	0.30837397375161	0.96	0.749	2.22611161226148e-05	Mast cells	SAT1
RASSF51	1.22965550982e-09	0.565776169044498	0.387	0.18	2.38713024121356e-05	Mast cells	RASSF5
AHR1	1.24518226372291e-09	0.453497323353234	0.347	0.153	2.41727232856528e-05	Mast cells	AHR
COX7C1	1.28378560629256e-09	0.324728924898871	0.96	0.836	2.49221299749574e-05	Mast cells	COX7C
NR4A13	1.51350728346015e-09	0.480496492811321	0.452	0.234	2.93817168938119e-05	Mast cells	NR4A1
DDIT3	1.67277503933243e-09	0.464836329532837	0.347	0.15	3.24735818385605e-05	Mast cells	DDIT3
LMO41	1.7250742011826e-09	0.545509303506914	0.435	0.223	3.34888654675578e-05	Mast cells	LMO4
C4orf481	2.0300549060435e-09	0.465354132994672	0.492	0.287	3.94094558910224e-05	Mast cells	C4orf48
TNFSF101	2.07806293370545e-09	0.514819248813947	0.266	0.1	4.03414357320239e-05	Mast cells	TNFSF10
TPST21	2.55391788603238e-09	0.390033274386542	0.274	0.104	4.95792079215466e-05	Mast cells	TPST2
CKS2	2.72945031086518e-09	0.512268841442628	0.589	0.373	5.29868188848258e-05	Mast cells	CKS2
NFE2L21	4.3014384637762e-09	0.455514714018259	0.702	0.526	8.35038248972873e-05	Mast cells	NFE2L2
LPCAT2	4.60120056315842e-09	0.458477041660384	0.266	0.107	8.93231065325944e-05	Mast cells	LPCAT2
CD332	5.40712594399248e-09	0.471762515890671	0.258	0.104	0.000104968535950726	Mast cells	CD33
LAPTM52	6.38943853106584e-09	0.361319116904238	0.895	0.628	0.000124038170203581	Mast cells	LAPTM5
HES12	6.823681100065e-09	0.800419653257577	0.347	0.158	0.000132468121195562	Mast cells	HES1
TSC22D12	7.39288793609946e-09	0.674421362502929	0.419	0.202	0.000143518133503499	Mast cells	TSC22D1
VPS37B1	8.68513234079946e-09	0.493637722926454	0.556	0.335	0.00016860447413194	Mast cells	VPS37B
SRP141	1.17603503464787e-08	0.323074588300523	0.887	0.728	0.00022830368127619	Mast cells	SRP14
EIF3L1	1.25889744536977e-08	0.427184306992054	0.637	0.438	0.000244389761069634	Mast cells	EIF3L
CAVIN22	1.28027094675541e-08	0.258733092232821	0.274	0.101	0.000248538998893628	Mast cells	CAVIN2
SLC44A11	1.58227503717002e-08	0.509793417847652	0.331	0.161	0.000307167052965816	Mast cells	SLC44A1
TMEM176B3	1.85669750806581e-08	0.253680813171053	0.46	0.218	0.000360440687240816	Mast cells	TMEM176B
CD442	2.23159963714406e-08	0.322974990059486	0.863	0.638	0.000433220437558776	Mast cells	CD44
CRBN	2.4371046981685e-08	0.49547299732365	0.355	0.174	0.000473115135055451	Mast cells	CRBN
SWAP702	2.5180616230469e-08	0.465704054599726	0.266	0.112	0.000488831302882095	Mast cells	SWAP70
RPL51	2.98519140934155e-08	0.250392864448088	0.976	0.912	0.000579515208295474	Mast cells	RPL5
GADD45B2	3.1054450755425e-08	0.680615238976565	0.637	0.416	0.000602860052515065	Mast cells	GADD45B
PHF20	3.30044043011614e-08	0.436800779288101	0.532	0.349	0.000640714500698446	Mast cells	PHF20
COX4I1	5.27256221973912e-08	0.287732556470686	0.927	0.782	0.00102356250371796	Mast cells	COX4I1
RHBDD21	5.77221321177857e-08	0.446929542235566	0.379	0.198	0.00112055975080257	Mast cells	RHBDD2
PAK11	5.99889512329046e-08	0.471397168196094	0.282	0.122	0.00116456551028438	Mast cells	PAK1
EEF1G	6.06692053596281e-08	0.257457950143632	0.992	0.901	0.00117777128364646	Mast cells	EEF1G
ZNF511	8.30179033942893e-08	0.334853041351167	0.266	0.112	0.00161162655859334	Mast cells	ZNF511
EHD1	8.40548694975672e-08	0.32350721649308	0.29	0.126	0.00163175718155627	Mast cells	EHD1
EIF4A21	1.0148380771687e-07	0.317907803984369	0.847	0.643	0.00197010515920759	Mast cells	EIF4A2
ARL6IP41	1.42097035162838e-07	0.383822913541572	0.71	0.521	0.00275852974361618	Mast cells	ARL6IP4
AKAP13	1.75672525753192e-07	0.400021033333969	0.718	0.565	0.00341033074244672	Mast cells	AKAP13
PRKX	1.79282475457164e-07	0.397844142257925	0.29	0.128	0.00348041069604992	Mast cells	PRKX
DAD12	1.80546430097495e-07	0.386219411613291	0.637	0.449	0.00350494784748266	Mast cells	DAD1
SAMSN13	1.81051254236453e-07	0.307826095815343	0.806	0.544	0.00351474799849227	Mast cells	SAMSN1
RACK1	1.92676656199498e-07	0.257107419072278	0.96	0.898	0.00374043192680086	Mast cells	RACK1
IL182	2.0209650611685e-07	0.426086346651597	0.306	0.15	0.0039232994732464	Mast cells	IL18
SKIL	2.32004434316636e-07	0.355658317878069	0.516	0.33	0.00450390208338885	Mast cells	SKIL
AC020916.1	2.40986892321022e-07	0.452332850841628	0.581	0.404	0.004678278540628	Mast cells	AC020916.1
MT2A2	2.65650417305634e-07	0.306771839340774	0.79	0.654	0.00515707155115427	Mast cells	MT2A
MRPL331	4.00739778270194e-07	0.342869562949377	0.54	0.366	0.00777956131555928	Mast cells	MRPL33
COX172	4.04747830517911e-07	0.466089869875438	0.54	0.37	0.00785736963384421	Mast cells	COX17
JUNB4	4.60073245798541e-07	0.400912482863188	0.911	0.809	0.00893140192068708	Mast cells	JUNB
ST131	5.17234610497824e-07	0.348383671779722	0.669	0.474	0.0100410754935943	Mast cells	ST13
CNIH11	6.71566523247841e-07	0.316807177203645	0.419	0.251	0.0130371209158103	Mast cells	CNIH1
NDUFA44	6.78276226963538e-07	0.351659893523463	0.798	0.607	0.0131673763940432	Mast cells	NDUFA4
PRKCB	7.26935130616781e-07	0.28691686224407	0.282	0.127	0.0141119916906636	Mast cells	PRKCB
PNPLA8	7.44382745062382e-07	0.471168453199557	0.339	0.184	0.014450702229896	Mast cells	PNPLA8
CSDE1	1.04125955597961e-06	0.354674608040623	0.589	0.418	0.0202139717602322	Mast cells	CSDE1
BCL2A12	1.23976275382138e-06	0.570680919904505	0.315	0.164	0.0240675143399344	Mast cells	BCL2A1
DNAJB11	1.59081312717362e-06	0.302544926171101	0.726	0.522	0.0308824552378215	Mast cells	DNAJB1
CAMLG	1.70767359593805e-06	0.37370486374122	0.452	0.284	0.0331510675179455	Mast cells	CAMLG
PLPP12	2.68464565734719e-06	0.261242556136258	0.258	0.117	0.0521170261460811	Mast cells	PLPP1
SGK13	3.23329149040442e-06	0.375144679274325	0.331	0.176	0.0627678877032209	Mast cells	SGK1
PSMA2	4.15642186884296e-06	0.311355591588886	0.581	0.425	0.0806886177398484	Mast cells	PSMA2
ANXA111	4.53913964790727e-06	0.327160815045171	0.508	0.35	0.0881183179848238	Mast cells	ANXA11
SNU13	4.56572953428899e-06	0.419068188331767	0.637	0.521	0.0886345074491521	Mast cells	SNU13
EIF52	4.92271078781591e-06	0.316382352674624	0.79	0.652	0.0955645845238703	Mast cells	EIF5
ZFP361	5.01663633829859e-06	0.357767679298187	0.919	0.825	0.0973879612353906	Mast cells	ZFP36
AP1S21	5.05615604797768e-06	0.453034953761641	0.427	0.27	0.0981551573593908	Mast cells	AP1S2
LACTB1	5.27433422885838e-06	0.416858299924849	0.29	0.158	0.102390650384828	Mast cells	LACTB
WDR45B	5.54573765746363e-06	0.381352219003033	0.282	0.148	0.107659405144341	Mast cells	WDR45B
LDHB1	6.0037887017093e-06	0.344332246202354	0.685	0.555	0.116551550066283	Mast cells	LDHB
EIF2S3	8.73574945651168e-06	0.32993474222073	0.532	0.374	0.169587104199261	Mast cells	EIF2S3
